ancestry,age_group,sex,district,year,value
Persons of danish origin,50-59 years,Women,Indre By,1995,2157.0
Persons of danish origin,50-59 years,Women,Indre By,1996,2267.0
Persons of danish origin,50-59 years,Women,Indre By,1997,2449.0
Persons of danish origin,50-59 years,Women,Indre By,1998,2599.0
Persons of danish origin,50-59 years,Women,Indre By,1999,2704.0
Persons of danish origin,50-59 years,Women,Indre By,2000,2752.0
Persons of danish origin,50-59 years,Women,Indre By,2001,2880.0
Persons of danish origin,50-59 years,Women,Indre By,2002,2910.0
Persons of danish origin,50-59 years,Women,Indre By,2003,2889.0
Persons of danish origin,50-59 years,Women,Indre By,2004,2789.0
Persons of danish origin,50-59 years,Women,Indre By,2005,2704.0
Persons of danish origin,50-59 years,Women,Indre By,2006,2598.0
Persons of danish origin,50-59 years,Women,Indre By,2007,2477.0
Persons of danish origin,50-59 years,Women,Indre By,2008,2363.0
Persons of danish origin,50-59 years,Women,Indre By,2009,2306.0
Persons of danish origin,50-59 years,Women,Indre By,2010,2221.0
Persons of danish origin,50-59 years,Women,Indre By,2011,2183.0
Persons of danish origin,50-59 years,Women,Indre By,2012,2161.0
Persons of danish origin,50-59 years,Women,Indre By,2013,2166.0
Persons of danish origin,50-59 years,Women,Indre By,2014,2197.0
Persons of danish origin,50-59 years,Women,Indre By,2015,2320.0
Persons of danish origin,50-59 years,Women,Indre By,2016,2471.0
Persons of danish origin,50-59 years,Women,Indre By,2017,2561.0
Persons of danish origin,50-59 years,Women,Indre By,2018,2673.0
Persons of danish origin,50-59 years,Women,Indre By,2019,2723.0
Persons of danish origin,50-59 years,Women,Indre By,2020,2816.0
Persons of danish origin,50-59 years,Women,Indre By,2021,2893.0
Persons of danish origin,50-59 years,Women,Indre By,2022,2986.0
Persons of danish origin,50-59 years,Women,Indre By,2023,3008.0
Persons of danish origin,50-59 years,Women,Indre By,2024,3027.0
Persons of danish origin,50-59 years,Women,Indre By,2025,3037.0
Persons of danish origin,50-59 years,Women,Nørrebro,1986,2216.0
Persons of danish origin,50-59 years,Women,Nørrebro,1987,2088.0
Persons of danish origin,50-59 years,Women,Nørrebro,1988,2033.0
Persons of danish origin,50-59 years,Women,Nørrebro,1989,1970.0
Persons of danish origin,50-59 years,Women,Nørrebro,1990,1927.0
Persons of danish origin,50-59 years,Women,Nørrebro,1991,1843.0
Persons of danish origin,50-59 years,Women,Nørrebro,1992,1778.0
Persons of danish origin,50-59 years,Women,Nørrebro,1993,1756.0
Persons of danish origin,50-59 years,Women,Nørrebro,1994,1764.0
Persons of danish origin,50-59 years,Women,Nørrebro,1995,1799.0
Persons of danish origin,50-59 years,Women,Nørrebro,1996,1843.0
Persons of danish origin,50-59 years,Women,Nørrebro,1997,1902.0
Persons of danish origin,50-59 years,Women,Nørrebro,1998,1947.0
Persons of danish origin,50-59 years,Women,Nørrebro,1999,1967.0
Persons of danish origin,50-59 years,Women,Nørrebro,2000,2023.0
Persons of danish origin,50-59 years,Women,Nørrebro,2001,2084.0
Persons of danish origin,50-59 years,Women,Nørrebro,2002,2119.0
Persons of danish origin,50-59 years,Women,Nørrebro,2003,2087.0
Persons of danish origin,50-59 years,Women,Nørrebro,2004,2091.0
Persons of danish origin,50-59 years,Women,Nørrebro,2005,2086.0
Persons of danish origin,50-59 years,Women,Nørrebro,2006,2046.0
Persons of danish origin,50-59 years,Women,Nørrebro,2007,1983.0
Persons of danish origin,50-59 years,Women,Nørrebro,2008,1912.0
Persons of danish origin,50-59 years,Women,Nørrebro,2009,1925.0
Persons of danish origin,50-59 years,Women,Nørrebro,2010,1915.0
Persons of danish origin,50-59 years,Women,Nørrebro,2011,1878.0
Persons of danish origin,50-59 years,Women,Nørrebro,2012,1853.0
Persons of danish origin,50-59 years,Women,Nørrebro,2013,1867.0
Persons of danish origin,50-59 years,Women,Nørrebro,2014,1902.0
Persons of danish origin,50-59 years,Women,Nørrebro,2015,1950.0
Persons of danish origin,50-59 years,Women,Nørrebro,2016,1987.0
Persons of danish origin,50-59 years,Women,Nørrebro,2017,2048.0
Persons of danish origin,50-59 years,Women,Nørrebro,2018,2098.0
Persons of danish origin,50-59 years,Women,Nørrebro,2019,2135.0
Persons of danish origin,50-59 years,Women,Nørrebro,2020,2185.0
Persons of danish origin,50-59 years,Women,Nørrebro,2021,2230.0
Persons of danish origin,50-59 years,Women,Nørrebro,2022,2252.0
Persons of danish origin,50-59 years,Women,Nørrebro,2023,2303.0
Persons of danish origin,50-59 years,Women,Nørrebro,2024,2329.0
Persons of danish origin,50-59 years,Women,Nørrebro,2025,2385.0
Persons of danish origin,50-59 years,Women,Valby,1986,2355.0
Persons of danish origin,50-59 years,Women,Valby,1987,2247.0
Persons of danish origin,50-59 years,Women,Valby,1988,2156.0
Persons of danish origin,50-59 years,Women,Valby,1989,2084.0
Persons of danish origin,50-59 years,Women,Valby,1990,1992.0
Persons of danish origin,50-59 years,Women,Valby,1991,1925.0
Persons of danish origin,50-59 years,Women,Valby,1992,1870.0
Persons of danish origin,50-59 years,Women,Valby,1993,1859.0
Persons of danish origin,50-59 years,Women,Valby,1994,1883.0
Persons of danish origin,50-59 years,Women,Valby,1995,1910.0
Persons of danish origin,50-59 years,Women,Valby,1996,1982.0
Persons of danish origin,50-59 years,Women,Valby,1997,1978.0
Persons of danish origin,50-59 years,Women,Valby,1998,1997.0
Persons of danish origin,50-59 years,Women,Valby,1999,2041.0
Persons of danish origin,50-59 years,Women,Valby,2000,2041.0
Persons of danish origin,50-59 years,Women,Valby,2001,2071.0
Persons of danish origin,50-59 years,Women,Valby,2002,2125.0
Persons of danish origin,50-59 years,Women,Valby,2003,2099.0
Persons of danish origin,50-59 years,Women,Valby,2004,2089.0
Persons of danish origin,50-59 years,Women,Valby,2005,2060.0
Persons of danish origin,50-59 years,Women,Valby,2006,1979.0
Persons of danish origin,50-59 years,Women,Valby,2007,1971.0
Persons of danish origin,50-59 years,Women,Valby,2008,1938.0
Persons of danish origin,50-59 years,Women,Valby,2009,1946.0
Persons of danish origin,50-59 years,Women,Valby,2010,1960.0
Persons of danish origin,50-59 years,Women,Valby,2011,1981.0
Persons of danish origin,50-59 years,Women,Valby,2012,1987.0
Persons of danish origin,50-59 years,Women,Valby,2013,2066.0
Persons of danish origin,50-59 years,Women,Valby,2014,2090.0
Persons of danish origin,50-59 years,Women,Valby,2015,2166.0
Persons of danish origin,50-59 years,Women,Valby,2016,2229.0
Persons of danish origin,50-59 years,Women,Valby,2017,2264.0
Persons of danish origin,50-59 years,Women,Valby,2018,2297.0
Persons of danish origin,50-59 years,Women,Valby,2019,2294.0
Persons of danish origin,50-59 years,Women,Valby,2020,2293.0
Persons of danish origin,50-59 years,Women,Valby,2021,2280.0
Persons of danish origin,50-59 years,Women,Valby,2022,2299.0
Persons of danish origin,50-59 years,Women,Valby,2023,2334.0
Persons of danish origin,50-59 years,Women,Valby,2024,2363.0
Persons of danish origin,50-59 years,Women,Valby,2025,2380.0
Persons of danish origin,50-59 years,Women,Vanløse,1986,1778.0
Persons of danish origin,50-59 years,Women,Vanløse,1987,1682.0
Persons of danish origin,50-59 years,Women,Vanløse,1988,1609.0
Persons of danish origin,50-59 years,Women,Vanløse,1989,1582.0
Persons of danish origin,50-59 years,Women,Vanløse,1990,1546.0
Persons of danish origin,50-59 years,Women,Vanløse,1991,1526.0
Persons of danish origin,50-59 years,Women,Vanløse,1992,1483.0
Persons of danish origin,50-59 years,Women,Vanløse,1993,1514.0
Persons of danish origin,50-59 years,Women,Vanløse,1994,1527.0
Persons of danish origin,50-59 years,Women,Vanløse,1995,1563.0
Persons of danish origin,50-59 years,Women,Vanløse,1996,1647.0
Persons of danish origin,50-59 years,Women,Vanløse,1997,1765.0
Persons of danish origin,50-59 years,Women,Vanløse,1998,1846.0
Persons of danish origin,50-59 years,Women,Vanløse,1999,1847.0
Persons of danish origin,50-59 years,Women,Vanløse,2000,1897.0
Persons of danish origin,50-59 years,Women,Vanløse,2001,1941.0
Persons of danish origin,50-59 years,Women,Vanløse,2002,1941.0
Persons of danish origin,50-59 years,Women,Vanløse,2003,1991.0
Persons of danish origin,50-59 years,Women,Vanløse,2004,2022.0
Persons of danish origin,50-59 years,Women,Vanløse,2005,2037.0
Persons of danish origin,50-59 years,Women,Vanløse,2006,2021.0
Persons of danish origin,50-59 years,Women,Vanløse,2007,1961.0
Persons of danish origin,50-59 years,Women,Vanløse,2008,1938.0
Persons of danish origin,50-59 years,Women,Vanløse,2009,1918.0
Persons of danish origin,50-59 years,Women,Vanløse,2010,1917.0
Persons of danish origin,50-59 years,Women,Vanløse,2011,1901.0
Persons of danish origin,50-59 years,Women,Vanløse,2012,1966.0
Persons of danish origin,50-59 years,Women,Vanløse,2013,2029.0
Persons of danish origin,50-59 years,Women,Vanløse,2014,2044.0
Persons of danish origin,50-59 years,Women,Vanløse,2015,2065.0
Persons of danish origin,50-59 years,Women,Vanløse,2016,2076.0
Persons of danish origin,50-59 years,Women,Vanløse,2017,2103.0
Persons of danish origin,50-59 years,Women,Vanløse,2018,2088.0
Persons of danish origin,50-59 years,Women,Vanløse,2019,2085.0
Persons of danish origin,50-59 years,Women,Vanløse,2020,2056.0
Persons of danish origin,50-59 years,Women,Vanløse,2021,2031.0
Persons of danish origin,50-59 years,Women,Vanløse,2022,2028.0
Persons of danish origin,50-59 years,Women,Vanløse,2023,2023.0
Persons of danish origin,50-59 years,Women,Vanløse,2024,2007.0
Persons of danish origin,50-59 years,Women,Vanløse,2025,2002.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,1986,1871.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,1987,1732.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,1988,1629.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,1989,1564.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,1990,1518.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,1991,1449.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,1992,1396.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,1993,1372.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,1994,1388.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,1995,1402.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,1996,1418.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,1997,1514.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,1998,1557.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,1999,1601.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2000,1635.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2001,1655.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2002,1658.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2003,1676.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2004,1678.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2005,1643.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2006,1613.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2007,1592.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2008,1589.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2009,1550.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2010,1557.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2011,1600.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2012,1627.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2013,1679.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2014,1707.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2015,1810.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2016,1924.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2017,2093.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2018,2267.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2019,2444.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2020,2580.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2021,2752.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2022,2921.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2023,3124.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2024,3208.0
Persons of danish origin,50-59 years,Women,Vesterbro/Kongens Enghave,2025,3378.0
Persons of danish origin,50-59 years,Women,Østerbro,1986,2785.0
Persons of danish origin,50-59 years,Women,Østerbro,1987,2678.0
Persons of danish origin,50-59 years,Women,Østerbro,1988,2540.0
Persons of danish origin,50-59 years,Women,Østerbro,1989,2433.0
Persons of danish origin,50-59 years,Women,Østerbro,1990,2356.0
Persons of danish origin,50-59 years,Women,Østerbro,1991,2367.0
Persons of danish origin,50-59 years,Women,Østerbro,1992,2370.0
Persons of danish origin,50-59 years,Women,Østerbro,1993,2430.0
Persons of danish origin,50-59 years,Women,Østerbro,1994,2499.0
Persons of danish origin,50-59 years,Women,Østerbro,1995,2644.0
Persons of danish origin,50-59 years,Women,Østerbro,1996,2757.0
Persons of danish origin,50-59 years,Women,Østerbro,1997,2951.0
Persons of danish origin,50-59 years,Women,Østerbro,1998,3044.0
Persons of danish origin,50-59 years,Women,Østerbro,1999,3148.0
Persons of danish origin,50-59 years,Women,Østerbro,2000,3231.0
Persons of danish origin,50-59 years,Women,Østerbro,2001,3323.0
Persons of danish origin,50-59 years,Women,Østerbro,2002,3349.0
Persons of danish origin,50-59 years,Women,Østerbro,2003,3387.0
Persons of danish origin,50-59 years,Women,Østerbro,2004,3348.0
Persons of danish origin,50-59 years,Women,Østerbro,2005,3323.0
Persons of danish origin,50-59 years,Women,Østerbro,2006,3266.0
Persons of danish origin,50-59 years,Women,Østerbro,2007,3159.0
Persons of danish origin,50-59 years,Women,Østerbro,2008,3102.0
Persons of danish origin,50-59 years,Women,Østerbro,2009,3061.0
Persons of danish origin,50-59 years,Women,Østerbro,2010,3002.0
Persons of danish origin,50-59 years,Women,Østerbro,2011,3016.0
Persons of danish origin,50-59 years,Women,Østerbro,2012,3058.0
Persons of danish origin,50-59 years,Women,Østerbro,2013,3068.0
Persons of danish origin,50-59 years,Women,Østerbro,2014,3119.0
Persons of danish origin,50-59 years,Women,Østerbro,2015,3231.0
Persons of danish origin,50-59 years,Women,Østerbro,2016,3391.0
Persons of danish origin,50-59 years,Women,Østerbro,2017,3626.0
Persons of danish origin,50-59 years,Women,Østerbro,2018,3843.0
Persons of danish origin,50-59 years,Women,Østerbro,2019,3972.0
Persons of danish origin,50-59 years,Women,Østerbro,2020,4132.0
Persons of danish origin,50-59 years,Women,Østerbro,2021,4203.0
Persons of danish origin,50-59 years,Women,Østerbro,2022,4330.0
Persons of danish origin,50-59 years,Women,Østerbro,2023,4367.0
Persons of danish origin,50-59 years,Women,Østerbro,2024,4384.0
Persons of danish origin,50-59 years,Women,Østerbro,2025,4322.0
Persons of danish origin,60+ years,Men,Amager Vest,1986,3714.0
Persons of danish origin,60+ years,Men,Amager Vest,1987,3617.0
Persons of danish origin,60+ years,Men,Amager Vest,1988,3564.0
Persons of danish origin,60+ years,Men,Amager Vest,1989,3517.0
Persons of danish origin,60+ years,Men,Amager Vest,1990,3457.0
Persons of danish origin,60+ years,Men,Amager Vest,1991,3344.0
Persons of danish origin,60+ years,Men,Amager Vest,1992,3274.0
Persons of danish origin,60+ years,Men,Amager Vest,1993,3211.0
Persons of danish origin,60+ years,Men,Amager Vest,1994,3105.0
Persons of danish origin,60+ years,Men,Amager Vest,1995,3002.0
Persons of danish origin,60+ years,Men,Amager Vest,1996,2917.0
Persons of danish origin,60+ years,Men,Amager Vest,1997,2851.0
Persons of danish origin,60+ years,Men,Amager Vest,1998,2806.0
Persons of danish origin,60+ years,Men,Amager Vest,1999,2759.0
Persons of danish origin,60+ years,Men,Amager Vest,2000,2713.0
Persons of danish origin,60+ years,Men,Amager Vest,2001,2679.0
Persons of danish origin,60+ years,Men,Amager Vest,2002,2619.0
Persons of danish origin,60+ years,Men,Amager Vest,2003,2612.0
Persons of danish origin,60+ years,Men,Amager Vest,2004,2623.0
Persons of danish origin,60+ years,Men,Amager Vest,2005,2652.0
Persons of danish origin,60+ years,Men,Amager Vest,2006,2693.0
Persons of danish origin,60+ years,Men,Amager Vest,2007,2762.0
Persons of danish origin,60+ years,Men,Amager Vest,2008,2851.0
Persons of danish origin,60+ years,Men,Amager Vest,2009,2928.0
Persons of danish origin,60+ years,Men,Amager Vest,2010,2973.0
Persons of danish origin,60+ years,Men,Amager Vest,2011,3085.0
Persons of danish origin,60+ years,Men,Amager Vest,2012,3179.0
Persons of danish origin,60+ years,Men,Amager Vest,2013,3238.0
Persons of danish origin,60+ years,Men,Amager Vest,2014,3305.0
Persons of danish origin,60+ years,Men,Amager Vest,2015,3330.0
Persons of danish origin,60+ years,Men,Amager Vest,2016,3457.0
Persons of danish origin,60+ years,Men,Amager Vest,2017,3533.0
Persons of danish origin,60+ years,Men,Amager Vest,2018,3606.0
Persons of danish origin,60+ years,Men,Amager Vest,2019,3703.0
Persons of danish origin,60+ years,Men,Amager Vest,2020,3824.0
Persons of danish origin,60+ years,Men,Amager Vest,2021,3918.0
Persons of danish origin,60+ years,Men,Amager Vest,2022,4020.0
Persons of danish origin,60+ years,Men,Amager Vest,2023,4121.0
Persons of danish origin,60+ years,Men,Amager Vest,2024,4215.0
Persons of danish origin,60+ years,Men,Amager Vest,2025,4318.0
Persons of danish origin,60+ years,Men,Amager Øst,1986,4888.0
Persons of danish origin,60+ years,Men,Amager Øst,1987,4730.0
Persons of danish origin,60+ years,Men,Amager Øst,1988,4590.0
Persons of danish origin,60+ years,Men,Amager Øst,1989,4403.0
Persons of danish origin,60+ years,Men,Amager Øst,1990,4232.0
Persons of danish origin,60+ years,Men,Amager Øst,1991,3997.0
Persons of danish origin,60+ years,Men,Amager Øst,1992,3790.0
Persons of danish origin,60+ years,Men,Amager Øst,1993,3566.0
Persons of danish origin,60+ years,Men,Amager Øst,1994,3446.0
Persons of danish origin,60+ years,Men,Amager Øst,1995,3339.0
Persons of danish origin,60+ years,Men,Amager Øst,1996,3187.0
Persons of danish origin,60+ years,Men,Amager Øst,1997,3018.0
Persons of danish origin,60+ years,Men,Amager Øst,1998,2924.0
Persons of danish origin,60+ years,Men,Amager Øst,1999,2825.0
Persons of danish origin,60+ years,Men,Amager Øst,2000,2703.0
Persons of danish origin,60+ years,Men,Amager Øst,2001,2666.0
Persons of danish origin,60+ years,Men,Amager Øst,2002,2642.0
Persons of danish origin,60+ years,Men,Amager Øst,2003,2624.0
Persons of danish origin,60+ years,Men,Amager Øst,2004,2627.0
Persons of danish origin,60+ years,Men,Amager Øst,2005,2618.0
Persons of danish origin,60+ years,Men,Amager Øst,2006,2659.0
Persons of danish origin,60+ years,Men,Amager Øst,2007,2667.0
Persons of danish origin,60+ years,Men,Amager Øst,2008,2661.0
Persons of danish origin,60+ years,Men,Amager Øst,2009,2680.0
Persons of danish origin,60+ years,Men,Amager Øst,2010,2675.0
Persons of danish origin,60+ years,Men,Amager Øst,2011,2665.0
Persons of danish origin,60+ years,Men,Amager Øst,2012,2745.0
Persons of danish origin,60+ years,Men,Amager Øst,2013,2760.0
Persons of danish origin,60+ years,Men,Amager Øst,2014,2771.0
Persons of danish origin,60+ years,Men,Amager Øst,2015,2864.0
Persons of danish origin,60+ years,Men,Amager Øst,2016,2912.0
Persons of danish origin,60+ years,Men,Amager Øst,2017,2966.0
Persons of danish origin,60+ years,Men,Amager Øst,2018,3014.0
Persons of danish origin,60+ years,Men,Amager Øst,2019,3094.0
Persons of danish origin,60+ years,Men,Amager Øst,2020,3167.0
Persons of danish origin,60+ years,Men,Amager Øst,2021,3266.0
Persons of danish origin,60+ years,Men,Amager Øst,2022,3293.0
Persons of danish origin,60+ years,Men,Amager Øst,2023,3327.0
Persons of danish origin,60+ years,Men,Amager Øst,2024,3415.0
Persons of danish origin,60+ years,Men,Amager Øst,2025,3503.0
Persons of danish origin,60+ years,Men,Bispebjerg,1986,6117.0
Persons of danish origin,60+ years,Men,Bispebjerg,1987,5947.0
Persons of danish origin,60+ years,Men,Bispebjerg,1988,5681.0
Persons of danish origin,60+ years,Men,Bispebjerg,1989,5456.0
Persons of danish origin,60+ years,Men,Bispebjerg,1990,5234.0
Persons of danish origin,60+ years,Men,Bispebjerg,1991,4952.0
Persons of danish origin,60+ years,Men,Bispebjerg,1992,4726.0
Persons of danish origin,60+ years,Men,Bispebjerg,1993,4546.0
Persons of danish origin,60+ years,Men,Bispebjerg,1994,4212.0
Persons of danish origin,60+ years,Men,Bispebjerg,1995,4023.0
Persons of danish origin,60+ years,Men,Bispebjerg,1996,3873.0
Persons of danish origin,60+ years,Men,Bispebjerg,1997,3639.0
Persons of danish origin,60+ years,Men,Bispebjerg,1998,3418.0
Persons of danish origin,60+ years,Men,Bispebjerg,1999,3253.0
Persons of danish origin,60+ years,Men,Bispebjerg,2000,3127.0
Persons of danish origin,60+ years,Men,Bispebjerg,2001,3061.0
Persons of danish origin,60+ years,Men,Bispebjerg,2002,2953.0
Persons of danish origin,60+ years,Men,Bispebjerg,2003,2836.0
Persons of danish origin,60+ years,Men,Bispebjerg,2004,2766.0
Persons of danish origin,60+ years,Men,Bispebjerg,2005,2697.0
Persons of danish origin,60+ years,Men,Bispebjerg,2006,2674.0
Persons of danish origin,60+ years,Men,Bispebjerg,2007,2668.0
Persons of danish origin,60+ years,Men,Bispebjerg,2008,2661.0
Persons of danish origin,60+ years,Men,Bispebjerg,2009,2629.0
Persons of danish origin,60+ years,Men,Bispebjerg,2010,2617.0
Persons of danish origin,60+ years,Men,Bispebjerg,2011,2612.0
Persons of danish origin,60+ years,Men,Bispebjerg,2012,2657.0
Persons of danish origin,60+ years,Men,Bispebjerg,2013,2669.0
Persons of danish origin,60+ years,Men,Bispebjerg,2014,2656.0
Persons of danish origin,60+ years,Men,Bispebjerg,2015,2630.0
Persons of danish origin,60+ years,Men,Bispebjerg,2016,2638.0
Persons of danish origin,60+ years,Men,Bispebjerg,2017,2618.0
Persons of danish origin,60+ years,Men,Bispebjerg,2018,2654.0
Persons of danish origin,60+ years,Men,Bispebjerg,2019,2653.0
Persons of danish origin,60+ years,Men,Bispebjerg,2020,2685.0
Persons of danish origin,60+ years,Men,Bispebjerg,2021,2692.0
Persons of danish origin,60+ years,Men,Bispebjerg,2022,2674.0
Persons of danish origin,60+ years,Men,Bispebjerg,2023,2674.0
Persons of danish origin,60+ years,Men,Bispebjerg,2024,2672.0
Persons of danish origin,60+ years,Men,Bispebjerg,2025,2686.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,1986,4575.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,1987,4477.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,1988,4389.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,1989,4284.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,1990,4213.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,1991,4117.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,1992,4036.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,1993,3915.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,1994,3794.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,1995,3696.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,1996,3557.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,1997,3459.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,1998,3363.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,1999,3259.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2000,3189.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2001,3086.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2002,3018.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2003,2992.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2004,2948.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2005,2878.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2006,2909.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2007,2889.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2008,2891.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2009,2910.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2010,2901.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2011,2885.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2012,2941.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2013,2986.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2014,3009.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2015,2981.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2016,3007.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2017,3015.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2018,3010.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2019,3019.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2020,3020.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2021,2975.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2022,2953.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2023,2951.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2024,2935.0
Persons of danish origin,60+ years,Men,Brønshøj-Husum,2025,2934.0
Persons of danish origin,60+ years,Men,Indre By,1986,3324.0
Persons of danish origin,60+ years,Men,Indre By,1987,3225.0
Persons of danish origin,60+ years,Men,Indre By,1988,3145.0
Persons of danish origin,60+ years,Men,Indre By,1989,3011.0
Persons of danish origin,60+ years,Men,Indre By,1990,2909.0
Persons of danish origin,60+ years,Men,Indre By,1991,2838.0
Persons of danish origin,60+ years,Men,Indre By,1992,2740.0
Persons of danish origin,60+ years,Men,Indre By,1993,2699.0
Persons of danish origin,60+ years,Men,Indre By,1994,2603.0
Persons of danish origin,60+ years,Men,Indre By,1995,2533.0
Persons of danish origin,60+ years,Men,Indre By,1996,2457.0
Persons of danish origin,60+ years,Men,Indre By,1997,2426.0
Persons of danish origin,60+ years,Men,Indre By,1998,2399.0
Persons of danish origin,60+ years,Men,Indre By,1999,2416.0
Persons of danish origin,60+ years,Men,Indre By,2000,2459.0
Persons of danish origin,60+ years,Men,Indre By,2001,2511.0
Persons of danish origin,60+ years,Men,Indre By,2002,2559.0
Persons of danish origin,60+ years,Men,Indre By,2003,2703.0
Persons of danish origin,60+ years,Men,Indre By,2004,2810.0
Persons of danish origin,60+ years,Men,Indre By,2005,2984.0
Persons of danish origin,60+ years,Men,Indre By,2006,3107.0
Persons of danish origin,60+ years,Men,Indre By,2007,3272.0
Persons of danish origin,60+ years,Men,Indre By,2008,3406.0
Persons of danish origin,60+ years,Men,Indre By,2009,3491.0
Persons of danish origin,60+ years,Men,Indre By,2010,3585.0
Persons of danish origin,60+ years,Men,Indre By,2011,3667.0
Persons of danish origin,60+ years,Men,Indre By,2012,3745.0
Persons of danish origin,60+ years,Men,Indre By,2013,3794.0
Persons of danish origin,60+ years,Men,Indre By,2014,3875.0
Persons of danish origin,60+ years,Men,Indre By,2015,3951.0
Persons of danish origin,60+ years,Men,Indre By,2016,4037.0
