education,unemployment_degree,district,year,value
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Nørrebro,2009,199.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Nørrebro,2010,204.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Nørrebro,2011,210.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Nørrebro,2012,211.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Nørrebro,2013,230.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Nørrebro,2014,214.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Nørrebro,2015,146.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Nørrebro,2016,121.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Nørrebro,2017,135.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Nørrebro,2018,110.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Nørrebro,2019,88.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Nørrebro,2020,141.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Nørrebro,2021,124.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Nørrebro,2022,88.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Nørrebro,2023,82.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Valby,2008,70.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Valby,2009,146.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Valby,2010,174.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Valby,2011,195.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Valby,2012,167.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Valby,2013,165.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Valby,2014,160.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Valby,2015,138.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Valby,2016,97.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Valby,2017,86.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Valby,2018,83.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Valby,2019,111.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Valby,2020,137.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Valby,2021,131.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Valby,2022,79.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Valby,2023,82.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vanløse,2008,27.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vanløse,2009,106.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vanløse,2010,121.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vanløse,2011,120.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vanløse,2012,97.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vanløse,2013,112.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vanløse,2014,99.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vanløse,2015,82.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vanløse,2016,58.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vanløse,2017,79.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vanløse,2018,61.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vanløse,2019,60.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vanløse,2020,92.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vanløse,2021,81.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vanløse,2022,33.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vanløse,2023,44.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vesterbro/Kongens Enghave,2008,84.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vesterbro/Kongens Enghave,2009,165.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vesterbro/Kongens Enghave,2010,173.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vesterbro/Kongens Enghave,2011,205.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vesterbro/Kongens Enghave,2012,199.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vesterbro/Kongens Enghave,2013,202.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vesterbro/Kongens Enghave,2014,173.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vesterbro/Kongens Enghave,2015,148.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vesterbro/Kongens Enghave,2016,87.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vesterbro/Kongens Enghave,2017,104.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vesterbro/Kongens Enghave,2018,103.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vesterbro/Kongens Enghave,2019,80.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vesterbro/Kongens Enghave,2020,147.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vesterbro/Kongens Enghave,2021,115.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vesterbro/Kongens Enghave,2022,74.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Vesterbro/Kongens Enghave,2023,56.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Østerbro,2008,57.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Østerbro,2009,131.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Østerbro,2010,178.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Østerbro,2011,170.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Østerbro,2012,164.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Østerbro,2013,147.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Østerbro,2014,128.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Østerbro,2015,107.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Østerbro,2016,95.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Østerbro,2017,92.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Østerbro,2018,81.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Østerbro,2019,82.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Østerbro,2020,138.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Østerbro,2021,108.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Østerbro,2022,47.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,6-0,8]",Østerbro,2023,60.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Vest,2008,98.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Vest,2009,175.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Vest,2010,290.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Vest,2011,236.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Vest,2012,253.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Vest,2013,254.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Vest,2014,209.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Vest,2015,147.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Vest,2016,115.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Vest,2017,115.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Vest,2018,90.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Vest,2019,83.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Vest,2020,175.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Vest,2021,166.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Vest,2022,88.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Vest,2023,62.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Øst,2008,88.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Øst,2009,182.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Øst,2010,261.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Øst,2011,239.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Øst,2012,258.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Øst,2013,211.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Øst,2014,191.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Øst,2015,129.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Øst,2016,85.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Øst,2017,99.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Øst,2018,93.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Øst,2019,87.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Øst,2020,141.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Øst,2021,121.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Øst,2022,53.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Amager Øst,2023,56.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Bispebjerg,2008,106.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Bispebjerg,2009,211.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Bispebjerg,2010,333.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Bispebjerg,2011,327.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Bispebjerg,2012,355.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Bispebjerg,2013,293.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Bispebjerg,2014,238.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Bispebjerg,2015,200.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Bispebjerg,2016,156.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Bispebjerg,2017,138.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Bispebjerg,2018,108.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Bispebjerg,2019,117.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Bispebjerg,2020,191.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Bispebjerg,2021,135.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Bispebjerg,2022,63.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Bispebjerg,2023,62.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Brønshøj-Husum,2008,76.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Brønshøj-Husum,2009,132.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Brønshøj-Husum,2010,250.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Brønshøj-Husum,2011,248.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Brønshøj-Husum,2012,248.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Brønshøj-Husum,2013,220.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Brønshøj-Husum,2014,214.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Brønshøj-Husum,2015,168.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Brønshøj-Husum,2016,147.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Brønshøj-Husum,2017,117.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Brønshøj-Husum,2018,81.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Brønshøj-Husum,2019,65.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Brønshøj-Husum,2020,108.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Brønshøj-Husum,2021,118.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Brønshøj-Husum,2022,42.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Brønshøj-Husum,2023,42.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Indre By,2008,45.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Indre By,2009,82.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Indre By,2010,120.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Indre By,2011,100.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Indre By,2012,123.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Indre By,2013,107.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Indre By,2014,77.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Indre By,2015,57.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Indre By,2016,57.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Indre By,2017,63.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Indre By,2018,54.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Indre By,2019,38.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Indre By,2020,67.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Indre By,2021,49.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Indre By,2022,26.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Indre By,2023,30.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Nørrebro,2008,146.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Nørrebro,2009,240.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Nørrebro,2010,376.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Nørrebro,2011,375.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Nørrebro,2012,355.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Nørrebro,2013,357.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Nørrebro,2014,304.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Nørrebro,2015,209.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Nørrebro,2016,160.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Nørrebro,2017,153.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Nørrebro,2018,116.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Nørrebro,2019,115.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Nørrebro,2020,172.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Nørrebro,2021,146.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Nørrebro,2022,60.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Nørrebro,2023,61.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Valby,2008,79.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Valby,2009,161.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Valby,2010,256.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Valby,2011,244.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Valby,2012,252.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Valby,2013,245.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Valby,2014,195.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Valby,2015,138.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Valby,2016,112.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Valby,2017,94.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Valby,2018,95.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Valby,2019,95.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Valby,2020,170.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Valby,2021,117.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Valby,2022,55.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Valby,2023,56.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vanløse,2008,47.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vanløse,2009,87.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vanløse,2010,172.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vanløse,2011,150.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vanløse,2012,167.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vanløse,2013,147.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vanløse,2014,118.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vanløse,2015,98.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vanløse,2016,70.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vanløse,2017,49.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vanløse,2018,49.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vanløse,2019,50.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vanløse,2020,96.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vanløse,2021,68.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vanløse,2022,26.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vanløse,2023,21.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vesterbro/Kongens Enghave,2008,108.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vesterbro/Kongens Enghave,2009,198.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vesterbro/Kongens Enghave,2010,273.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vesterbro/Kongens Enghave,2011,251.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vesterbro/Kongens Enghave,2012,263.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vesterbro/Kongens Enghave,2013,239.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vesterbro/Kongens Enghave,2014,204.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vesterbro/Kongens Enghave,2015,123.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vesterbro/Kongens Enghave,2016,113.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vesterbro/Kongens Enghave,2017,106.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vesterbro/Kongens Enghave,2018,79.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vesterbro/Kongens Enghave,2019,83.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vesterbro/Kongens Enghave,2020,141.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vesterbro/Kongens Enghave,2021,137.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vesterbro/Kongens Enghave,2022,52.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Vesterbro/Kongens Enghave,2023,66.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Østerbro,2008,85.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Østerbro,2009,150.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Østerbro,2010,245.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Østerbro,2011,233.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Østerbro,2012,243.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Østerbro,2013,231.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Østerbro,2014,181.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Østerbro,2015,136.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Østerbro,2016,102.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Østerbro,2017,92.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Østerbro,2018,92.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Østerbro,2019,89.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Østerbro,2020,139.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Østerbro,2021,107.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Østerbro,2022,51.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,8-1]",Østerbro,2023,47.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Vest,2008,268.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Vest,2009,263.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Vest,2010,315.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Vest,2011,369.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Vest,2012,372.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Vest,2013,401.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Vest,2014,455.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Vest,2015,604.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Vest,2016,525.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Vest,2017,497.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Vest,2018,533.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Vest,2019,502.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Vest,2020,525.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Vest,2021,562.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Vest,2022,609.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Vest,2023,543.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Øst,2008,278.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Øst,2009,314.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Øst,2010,335.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Øst,2011,342.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Øst,2012,431.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Øst,2013,410.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Øst,2014,489.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Øst,2015,588.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Øst,2016,527.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Øst,2017,503.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Øst,2018,465.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Øst,2019,494.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Øst,2020,513.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Øst,2021,474.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Øst,2022,510.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Amager Øst,2023,480.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Bispebjerg,2008,256.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Bispebjerg,2009,284.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Bispebjerg,2010,305.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Bispebjerg,2011,377.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Bispebjerg,2012,380.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Bispebjerg,2013,450.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Bispebjerg,2014,487.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Bispebjerg,2015,623.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Bispebjerg,2016,678.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Bispebjerg,2017,645.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Bispebjerg,2018,578.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Bispebjerg,2019,620.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Bispebjerg,2020,595.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Bispebjerg,2021,570.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Bispebjerg,2022,548.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Bispebjerg,2023,557.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Brønshøj-Husum,2008,143.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Brønshøj-Husum,2009,140.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Brønshøj-Husum,2010,157.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Brønshøj-Husum,2011,160.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Brønshøj-Husum,2012,147.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Brønshøj-Husum,2013,179.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Brønshøj-Husum,2014,211.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Brønshøj-Husum,2015,290.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Brønshøj-Husum,2016,239.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Brønshøj-Husum,2017,255.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Brønshøj-Husum,2018,244.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Brønshøj-Husum,2019,232.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Brønshøj-Husum,2020,239.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Brønshøj-Husum,2021,244.0
