income_type,sex,unit,district,year,value
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2019,9399658.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2020,10235485.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2021,11360104.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2022,11825768.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2023,12832015.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2024,13938307.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,1987,3437158.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,1988,3688202.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,1989,3858313.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,1990,3979123.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,1991,4064517.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,1992,4156935.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,1993,4311244.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,1994,4669477.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,1995,4825743.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,1996,5039277.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,1997,5206515.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,1998,5490299.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,1999,5709631.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2000,6008464.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2001,6205089.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2002,6379342.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2003,6518271.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2004,6701280.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2005,6899806.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2006,7178134.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2007,7556246.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2008,7903675.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2009,8049818.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2010,8432659.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2011,8659840.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2012,9021035.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2013,9356737.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2014,9633100.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2015,10191349.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2016,10451629.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2017,10934553.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2018,11324972.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2019,11846349.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2020,12610012.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2021,13274829.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2022,13304558.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2023,14609458.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Østerbro,2024,15749048.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,1987,103898.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,1988,110878.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,1989,115847.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,1990,120171.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,1991,124457.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,1992,127284.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,1993,129669.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,1994,140696.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,1995,146195.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,1996,150545.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,1997,154402.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,1998,160763.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,1999,166725.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,2000,173088.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,2001,180188.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,2002,185904.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,2003,190890.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,2004,198005.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,2005,207513.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,2006,216969.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,2007,228302.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,2008,239927.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,2009,247335.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,2010,250705.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,2011,254877.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,2012,262654.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,Average income for people with the type of income (DKK),Amager Vest,2013,267838.0
