income_type,sex,unit,district,year,value
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1987,1760335.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1988,1886726.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1989,1970313.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1990,2042641.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1991,2126681.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1992,2167444.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1993,2196365.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1994,2423029.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1995,2487209.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1996,2590160.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1997,2698272.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1998,2813264.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1999,2902616.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2000,3025903.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2001,3136214.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2002,3241193.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2003,3344676.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2004,3414227.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2005,3483983.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2006,3592179.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2007,3709771.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2008,3852992.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2009,3934594.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2010,4072923.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2011,4119416.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2012,4274330.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2013,4341865.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2014,4458020.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2015,4609124.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2016,4706449.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2017,4839560.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2018,4961537.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2019,5150345.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2020,5331380.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2021,5541123.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2022,5555389.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2023,5909320.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2024,6271304.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,1987,2333421.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,1988,2514462.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,1989,2574297.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,1990,2653065.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,1991,2755922.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,1992,2870727.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,1993,2932468.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,1994,3146378.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,1995,3249672.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,1996,3392770.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,1997,3534617.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,1998,3691111.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,1999,3849441.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2000,4099746.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2001,4301125.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2002,4369488.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2003,4472581.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2004,4595555.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2005,4741637.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2006,5035118.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2007,5276868.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2008,5470303.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2009,5526820.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2010,5666176.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2011,6127906.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2012,6432493.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2013,6632801.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2014,6996072.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2015,7391852.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2016,7688336.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2017,8013740.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2018,8268308.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2019,8728181.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2020,8992209.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2021,9692009.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2022,9764309.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2023,10540325.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Indre By,2024,11648287.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,1987,2915120.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,1988,3142859.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,1989,3286039.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,1990,3377647.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,1991,3480911.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,1992,3567058.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,1993,3579817.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,1994,3972695.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,1995,4090131.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,1996,4264610.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,1997,4380296.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,1998,4604643.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,1999,4798123.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2000,5042240.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2001,5276927.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2002,5397778.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2003,5523857.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2004,5615410.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2005,5710506.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2006,5912903.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2007,6167460.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2008,6471731.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2009,6700022.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2010,6888211.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2011,7137220.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2012,7433986.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2013,7721714.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2014,8060916.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2015,8385719.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2016,8661298.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2017,8910952.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2018,9266581.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2019,9582354.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2020,10120921.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2021,10671582.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2022,10796624.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2023,11497513.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Nørrebro,2024,12244362.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,1987,2136716.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,1988,2272972.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,1989,2378584.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,1990,2449677.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,1991,2537909.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,1992,2613041.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,1993,2642455.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,1994,2904239.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,1995,3030753.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,1996,3149685.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,1997,3231469.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,1998,3360254.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,1999,3473842.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2000,3592454.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2001,3758435.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2002,3871078.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2003,3966003.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2004,4080560.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2005,4175193.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2006,4311028.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2007,4484461.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2008,4762941.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2009,4920136.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2010,5106023.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2011,5266109.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2012,5464525.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2013,5657912.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2014,5861738.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2015,6138035.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2016,6347326.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2017,6680131.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2018,7021470.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2019,7488489.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2020,8127327.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2021,8769531.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2022,8971940.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2023,9556080.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Valby,2024,10248866.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,1987,1803369.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,1988,1943998.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,1989,2038552.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,1990,2111371.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,1991,2189373.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,1992,2251571.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,1993,2317426.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,1994,2510436.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,1995,2585179.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,1996,2669204.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,1997,2757223.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,1998,2864906.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,1999,2972299.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2000,3104294.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2001,3238043.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2002,3327120.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2003,3400943.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2004,3514670.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2005,3580271.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2006,3677116.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2007,3854535.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2008,4042376.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2009,4167968.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2010,4333161.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2011,4415149.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2012,4560759.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2013,4694027.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2014,4811407.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2015,4979729.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2016,5129551.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2017,5238285.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2018,5386722.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2019,5566365.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2020,5851087.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2021,6089524.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2022,6042839.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2023,6413089.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vanløse,2024,6817264.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,1987,1990555.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,1988,2121396.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,1989,2216154.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,1990,2235022.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,1991,2295261.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,1992,2339530.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,1993,2367938.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,1994,2641382.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,1995,2697315.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,1996,2804900.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,1997,2958061.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,1998,3104938.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,1999,3287109.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2000,3443807.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2001,3636183.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2002,3766508.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2003,3842009.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2004,3957603.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2005,4096280.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2006,4412804.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2007,4653265.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2008,5034566.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2009,5370247.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2010,5721006.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2011,5942951.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2012,6230072.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2013,6484754.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2014,6796599.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2015,7093613.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2016,7537222.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2017,8099950.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Women,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2018,8677919.0
